"Road_ID","Road_Name","Category","Highway_Type","Ref_Code","Length_km","Lanes","Speed_Limit_kmph","Carriageway","Pavement_Condition"
"PAT-RD-0577","Atal Path Flyover","Primary Arterial Road","primary","N/A","0.472","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0578","Atal Path Flyover","Primary Arterial Road","primary","N/A","0.525","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0579","Atal Path Flyover","Primary Arterial Road","primary","N/A","0.028","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0580","Atal Path Flyover","Primary Arterial Road","primary","N/A","0.021","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0581","Atal Path","Primary Arterial Road","primary","N/A","0.551","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0582","Atal Path","Primary Arterial Road","primary","N/A","0.545","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0583","Atal Path Flyover","Primary Arterial Road","primary","N/A","0.029","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0584","Atal Path Flyover","Primary Arterial Road","primary","N/A","0.024","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0585","Atal Path","Primary Arterial Road","primary","N/A","0.461","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0586","Atal Path Flyover","Primary Arterial Road","primary","N/A","0.026","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0587","Atal Path","Primary Arterial Road","primary","N/A","0.468","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0588","Bailey Road Flyover","National Highway / Expressway","trunk","NH922","0.024","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0589","Bailey Road Flyover","National Highway / Expressway","trunk","NH922","0.022","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0590","Serpentine Road Flyover","Secondary / Connector Road","secondary","N/A","0.069","2","40","Undivided 2-Lane","Fair (PCI 70-84)"
"PAT-RD-0591","NH Corridor (NH139)","National Highway / Expressway","trunk","NH139","0.034","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0592","Flyover","National Highway / Expressway","trunk","NH139","0.023","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0593","Flyover","National Highway / Expressway","trunk","NH139","0.024","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0594","Flyover","National Highway / Expressway","trunk","NH139","0.023","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0595","Chiriya Taar overbridge","National Highway / Expressway","trunk","NH139","0.022","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0596","NH Corridor (NH139)","National Highway / Expressway","trunk","NH139","0.035","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0597","Station Road Flyover","Primary Arterial Road","primary","N/A","0.051","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0598","Birchand Patel Path Flyover (Gardner Road Flyover)","Primary Arterial Road","primary","N/A","0.047","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0599","Birchand Patel Path Flyover (Gardner Road Flyover)","Primary Arterial Road","primary","N/A","0.16","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0600","GauriyaMath Flyover","Secondary / Connector Road","secondary","N/A","0.069","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0601","East Boring Canal Road Underpass","Secondary / Connector Road","secondary","N/A","0.039","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0602","NH Corridor (NH22)","National Highway / Expressway","trunk","NH22","0.436","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0603","NH Corridor (NH22)","National Highway / Expressway","trunk","NH22","0.441","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0604","NH Corridor (NH922)","National Highway / Expressway","trunk","NH922","0.471","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0605","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.699","2","40","Undivided 2-Lane","Fair (PCI 70-84)"
"PAT-RD-0606","Urban Connector Road","Secondary / Connector Road","secondary_link","N/A","0.026","2","40","Undivided 2-Lane","Fair (PCI 70-84)"
"PAT-RD-0607","Ashok Rajpath","Primary Arterial Road","primary","N/A","1.29","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0608","Kumhrar Road","National Highway / Expressway","trunk","NH139","0.028","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0609","NH22","National Highway / Expressway","trunk","N/A","2.055","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0610","NH22","National Highway / Expressway","trunk","N/A","2.052","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0611","NH22","National Highway / Expressway","trunk","N/A","1.116","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0612","NH22","National Highway / Expressway","trunk","N/A","0.426","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0613","NH Corridor (NH139)","National Highway / Expressway","trunk","NH139","0.796","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0614","NH22","National Highway / Expressway","trunk","N/A","0.44","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0615","NH22","National Highway / Expressway","trunk","N/A","0.761","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0616","Primary Arterial (SH1)","Primary Arterial Road","primary","SH1","0.062","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0617","Chiriya Taar overbridge","Secondary / Connector Road","secondary","N/A","0.091","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0618","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.041","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0619","Jagdeo Path","Secondary / Connector Road","secondary","MDR","0.853","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0620","Ashok Raj Path","Primary Arterial Road","primary","N/A","1.198","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0621","Ashok Raj Path","Primary Arterial Road","primary","N/A","0.147","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0622","Ashok Raj Path","Primary Arterial Road","primary","N/A","0.028","4","60","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0623","Ashok Raj Path","Primary Arterial Road","primary","N/A","0.254","4","60","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0624","Ashok Raj Path","Primary Arterial Road","primary","N/A","0.565","4","60","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0625","Major City Arterial","Primary Arterial Road","primary","N/A","0.358","4","60","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0626","Fraser Road (Mazrul Haque Path)","Secondary / Connector Road","secondary","N/A","0.243","2","40","Undivided 2-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0627","Fraser Road (Mazrul Haque Path)","Secondary / Connector Road","secondary","N/A","0.242","2","40","Undivided 2-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0628","Fraser Road (Mazrul Haque Path)","Secondary / Connector Road","secondary","N/A","0.162","2","40","Undivided 2-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0629","RK AVE","Secondary / Connector Road","secondary","N/A","0.089","2","40","Undivided 2-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0630","RK AVE","Secondary / Connector Road","secondary","N/A","0.027","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0631","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.091","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0632","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.027","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0633","Major City Arterial","Primary Arterial Road","primary","N/A","0.231","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0634","NH Corridor (NH139)","National Highway / Expressway","trunk","NH139","0.021","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0635","RK AVE","Secondary / Connector Road","secondary","N/A","0.042","2","40","Undivided 2-Lane","Fair (PCI 70-84)"
"PAT-RD-0636","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.041","2","40","Undivided 2-Lane","Fair (PCI 70-84)"
"PAT-RD-0637","NH Corridor (NH922)","National Highway / Expressway","trunk","NH922","0.183","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0638","Ashok Raj Path","Primary Arterial Road","primary","N/A","0.318","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0639","Urban Connector Road","Secondary / Connector Road","secondary_link","N/A","0.037","2","40","Undivided 2-Lane","Fair (PCI 70-84)"
"PAT-RD-0640","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.023","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0641","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.032","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0642","Urban Connector Road","Secondary / Connector Road","secondary_link","N/A","0.021","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0643","NH Corridor (NH139)","National Highway / Expressway","trunk","NH139","0.118","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0644","NH Corridor (NH22)","National Highway / Expressway","trunk","NH22","0.898","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0645","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.038","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0646","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.06","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0647","NH Corridor (NH22)","National Highway / Expressway","trunk","NH22","0.029","4","80","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0648","NH Corridor (NH22)","National Highway / Expressway","trunk","NH22","0.265","4","80","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0649","NH Corridor (NH22)","National Highway / Expressway","trunk","NH22","0.029","4","80","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0650","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.58","4","80","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0651","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.929","4","80","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0652","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.293","4","80","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0653","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.053","4","80","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0654","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.053","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0655","Major City Arterial","Primary Arterial Road","primary","N/A","0.034","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0656","Primary Arterial (SH1)","Primary Arterial Road","primary","SH1","0.06","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0657","NH Corridor (NH22)","National Highway / Expressway","trunk","NH22","4.976","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0658","NH Corridor (NH22)","National Highway / Expressway","trunk","NH22","0.085","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0659","NH Corridor (NH22)","National Highway / Expressway","trunk","NH22","0.086","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0660","NH Corridor (NH22)","National Highway / Expressway","trunk","NH22","0.517","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0661","NH Corridor (NH22)","National Highway / Expressway","trunk","NH22","0.403","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0662","NH Corridor (NH22)","National Highway / Expressway","trunk","NH22","0.402","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0663","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk","N/A","0.046","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0664","NH Corridor (NH22)","National Highway / Expressway","trunk","NH22","0.062","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0665","NH Corridor (NH22)","National Highway / Expressway","trunk","NH22","0.027","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0666","Bailey Road","National Highway / Expressway","trunk","NH922","0.162","4","80","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0667","Bailey Road","National Highway / Expressway","trunk","NH922","0.547","4","80","Divided Multi-Lane","Satisfactory (PCI 55-69)"
